,ID,Age,Gender,University,Education,Major,BFI_1_E,R_BFI_2_A,BFI_3_C,BFI_4_N,BFI_5_O,R_BFI_6_E,BFI_7_A,R_BFI_8_C,R_BFI_9_N,BFI_10_O,BFI_11_E,R_BFI_12_A,BFI_13_C,BFI_14_N,BFI_15_O,BFI_16_E,BFI_17_A,R_BFI_18_C,BFI_19_N,BFI_20_O,R_BFI_21_E,BFI_22_A,R_BFI_23_C,R_BFI_24_N,BFI_25_O,BFI_26_E,R_BFI_27_A,BFI_28_C,BFI_29_N,BFI_30_O,BFI_31_E,BFI_32_A,BFI_33_C,R_BFI_34_N,R_BFI_35_O,BFI_36_E,R_BFI_37_A,BFI_38_C,BFI_39_N,BFI_40_O,R_BFI_41_O,BFI_42_A,R_BFI_43_C,BFI_44_O,GAAIS_1_P,GAAIS_2_P,R_GAAIS_3_N,GAAIS_4_P,GAAIS_5_P,R_GAAIS_6_N,GAAIS_7_P,R_GAAIS_8_N,R_GAAIS_9_N,R_GAAIS_10_N,GAAIS_11_P,GAAIS_12_P,GAAIS_13_P,GAAIS_14_P,R_GAAIS_15_N,GAAIS_16_P,GAAIS_17_P,GAAIS_18_P,R_GAAIS_19_N,R_GAAIS_20_N,BFI_O,BFI_E,BFI_A,BFI_N,BFI_C,GAAIS_P,GAAIS_N
46,47,21,Woman,Private,Junior,Social Sciences,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree Strongly,Neither agree nor disagree,Agree strongly,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree Strongly,Neither agree nor disagree,Neutral,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,,(Somewhat) agree,Neutral,Neutral,Strongly agree,(Somewhat) agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,4,3.25,3.666666667,4.125,3.777777778,4.083333333,2.571428571
47,48,22,Man,Private,Senior,Social Sciences,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Disagree Strongly,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree Strongly,Agree strongly,Disagree a little,Agree strongly,Disagree Strongly,Disagree Strongly,Agree strongly,Agree strongly,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree Strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Agree a little,Agree strongly,Disagree Strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Agree strongly,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Strongly disagree,Strongly agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,Strongly agree,3.8,3.75,3.555555556,2.375,3.555555556,3.666666667,3.625
48,49,24,Woman,Private,Senior,Social Sciences,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree Strongly,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree Strongly,Disagree a little,Neutral,Neutral,Neutral,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,Neutral,Neutral,3,3.5,3.666666667,4.25,3,3.416666667,2.5
49,50,27,Woman,Private,Senior,Social Sciences,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Agree a little,Neutral,Neutral,(Somewhat) disagree,(Somewhat) disagree,Strongly agree,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) disagree,3.3,4.125,4,3.125,3.333333333,3.583333333,2.625
50,51,22,Woman,Private,Senior,Social Sciences,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Strongly disagree,(Somewhat) agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,Neutral,Neutral,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) disagree,4.1,3,3.888888889,3.375,3.777777778,2.5,2
51,52,21,Woman,Private,Junior,Social Sciences,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Strongly disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,Strongly disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,3.9,2.75,4.222222222,3.875,4.333333333,2.5,2.25
52,53,21,Man,Private,Freshman,Social Sciences,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree strongly,Disagree Strongly,Agree a little,Disagree a little,Agree strongly,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,4,4.25,4.444444444,3.125,2.888888889,3.166666667,2.5
53,54,24,Woman,Private,Freshman,Social Sciences,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree Strongly,Disagree Strongly,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Disagree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) disagree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) agree,Strongly agree,4,3.375,3.666666667,3.875,3.777777778,4.5,3.375
54,55,21,Man,Private,Junior,Business,Agree strongly,Disagree a little,Agree strongly,Disagree Strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree Strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree Strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree Strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree a little,Disagree Strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Agree a little,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) agree,Strongly agree,Strongly agree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,3.7,4,3.444444444,1.625,4.333333333,3.75,2.375
55,56,20,Woman,Private,Junior,Social Sciences,Disagree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,3.7,2.875,5,4.125,3.777777778,3.333333333,2.375
56,57,19,Woman,Private,Freshman,Business,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Disagree a little,Disagree Strongly,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree Strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree Strongly,Strongly agree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,3.2,2.875,3.625,3.625,3.777777778,4.363636364,1.75
57,58,20,Woman,Private,Junior,Social Sciences,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Disagree Strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree Strongly,Agree a little,Agree strongly,Disagree Strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,Disagree Strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Strongly disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,3.9,2.75,2.555555556,4,3.444444444,3.083333333,2.875
58,59,21,Woman,Private,Junior,Humanities,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Agree a little,Disagree Strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree Strongly,Agree strongly,(Somewhat) agree,Strongly agree,Neutral,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,Strongly agree,Strongly agree,(Somewhat) disagree,Neutral,(Somewhat) agree,Strongly agree,Strongly agree,(Somewhat) agree,4,2.625,4.222222222,3.5,3,4.333333333,2.875
59,60,23,Man,Private,Senior,Business,Agree a little,Agree a little,Agree strongly,Disagree Strongly,Disagree Strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Agree a little,Agree a little,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,3.3,3.75,4,2.625,4.111111111,4.5,4
60,61,22,Man,Private,Junior,Social Sciences,Disagree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree Strongly,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree Strongly,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Disagree Strongly,Disagree a little,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Disagree a little,Disagree Strongly,Agree a little,(Somewhat) agree,(Somewhat) agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,(Somewhat) agree,Neutral,(Somewhat) agree,Strongly agree,Neutral,(Somewhat) disagree,3.7,2.25,4,2.125,2.666666667,4.583333333,3.25
61,62,22,Man,Private,Junior,Business,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree Strongly,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Disagree a little,Disagree Strongly,Neither agree nor disagree,Disagree Strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Neither agree nor disagree,Disagree a little,Strongly disagree,Strongly disagree,(Somewhat) agree,Strongly disagree,Neutral,(Somewhat) disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) disagree,Strongly disagree,Neutral,Strongly agree,3.6,3.25,3.444444444,3.625,2.888888889,2.083333333,3.375
62,64,21,Woman,Private,Junior,Business,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Disagree Strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree a little,Disagree a little,Disagree a little,Agree strongly,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree Strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,(Somewhat) agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,3.9,3.875,3.333333333,3,3.222222222,1.333333333,2.875
63,65,21,Man,Private,Senior,Humanities,Neither agree nor disagree,Agree strongly,Agree a little,Disagree Strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree Strongly,Disagree a little,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree a little,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree Strongly,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,(Somewhat) disagree,Neutral,(Somewhat) disagree,Neutral,Strongly agree,(Somewhat) disagree,Strongly agree,Neutral,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,Neutral,(Somewhat) disagree,(Somewhat) agree,Neutral,Strongly disagree,3.7,4.25,4.444444444,2.125,3.888888889,3.416666667,2
64,66,23,Man,Private,Junior,Humanities,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree Strongly,Agree a little,Disagree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Strongly agree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,(Somewhat) agree,Strongly disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,Neutral,(Somewhat) disagree,Strongly disagree,4.555555556,3.375,4.111111111,3.625,3.777777778,3.333333333,1.25
65,67,23,Woman,Private,Senior,Social Sciences,Disagree a little,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree strongly,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree Strongly,Neither agree nor disagree,Agree strongly,Disagree Strongly,Agree strongly,Disagree Strongly,Disagree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree Strongly,Agree a little,Disagree Strongly,Agree strongly,(Somewhat) agree,Strongly agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,Strongly agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Strongly agree,4.5,2.5,4.222222222,3,2.222222222,3.75,4.25
66,68,21,Woman,Private,Senior,Humanities,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Disagree Strongly,Agree strongly,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Strongly disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) agree,(Somewhat) agree,Neutral,(Somewhat) disagree,3.7,3.875,3.555555556,3.75,3.333333333,3.333333333,2.5
67,69,20,Woman,Private,Senior,Humanities,Agree strongly,Agree a little,Disagree Strongly,Disagree Strongly,Agree a little,Disagree Strongly,Agree strongly,Disagree a little,Disagree Strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree strongly,Agree a little,Disagree Strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Disagree Strongly,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree a little,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Strongly disagree,Strongly disagree,(Somewhat) disagree,Neutral,(Somewhat) disagree,Strongly disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) disagree,Neutral,Neutral,(Somewhat) disagree,(Somewhat) agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,4.2,3.25,4.777777778,2.875,2.777777778,3,1.5
68,70,22,Woman,Private,Senior,Humanities,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree Strongly,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree Strongly,Agree strongly,,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,(Somewhat) agree,Strongly disagree,(Somewhat) agree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,(Somewhat) agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,3.3,3.125,3.666666667,3.625,3.375,4.416666667,1.25
69,71,22,Man,Private,Junior,Business,Agree a little,Neither agree nor disagree,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,(Somewhat) disagree,(Somewhat) agree,Neutral,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) agree,(Somewhat) disagree,(Somewhat) agree,Strongly agree,(Somewhat) disagree,(Somewhat) agree,(Somewhat) disagree,(Somewhat) disagree,(Somewhat) agree,Neutral,(Somewhat) agree,Strongly agree,3.9,3.25,3.555555556,2.75,3.222222222,3.416666667,3.125
